"English"	"OldOrcish"	"ProposedOrcish"
"specials"	"freq100-specials-5f482c"	"darguk-dakururi-dak"
"specialty"	"freq100-specialty-435bee"	"burzuk-dff-kelnagak"
"specifically"	"ap21-25-specifically-2c7bb4"	"bibuk-ebb-gur-hrog"
"specimen"	"ap16-20-specimen-3c6a82"	"brukash-dravik-flitin"
"speck"	"ap21-25-speck-32caf7"	"brakari-hekash"
"specs"	"freq100-specs-784608"	"drav-dakuru"
"spectacle"	"freq100-spectacle-52cfa9"	"dakku-hekmog-grotash"
"spectacles"	"ap21-25-spectacles-9c1aec"	"fcd-bibnakin-karnu"
"spectacular"	"freq100-spectacular-52f7e2"	"dakku-kal-jorun-dargur"
"spectral"	"ap26-30-spectral-a26ea5"	"flindi-dravkui-grodu"
"spectrum"	"freq100-spectrum-1fd620"	"banti-hekui-burzi"
"speculation"	"freq100-speculation-660ab0"	"dedi-ata-grum-elf"
"speech"	"freq100-speech-05fb61"	"aele-karn-drukh"
"speeches"	"freq100-speeches-96c719"	"exodore-gurmogi-bruk"
"speeding"	"freq100-speeding-d1a891"	"grukhur-gorash-gio"
"speedy"	"freq100-speedy-a657fa"	"flow-demetra-korvin"
"spellcaster"	"ap21-25-spellcaster-d906f9"	"gurmoguk-ashdak-koboldi-demand"
"spelled"	"freq100-spelled-a85b2b"	"gabh-dff-crossbow"
"spelling"	"freq100-spelling-a6105b"	"flow-bantuk-dravin"
"spence"	"freq100-spence-54e056"	"dakukash-hrowgai-drav"
"spencer"	"freq100-spencer-01df2c"	"aaei-hrowga-dak"
"spend"	"ap21-25-spend-f64a33"	"hrowkash-dargash"
"spending"	"freq100-spending-262cd7"	"bib-brukin-hrowkuk"
"spends"	"ap16-20-spends-1e5992"	"bantash-depth-giodon"
"sperm"	"freq100-sperm-6adc45"	"depth-hrogar"
"sphere"	"ap16-20-sphere-0f58b7"	"arandia-deornoth-gurmoguk"
"spice"	"freq100-spice-58e989"	"dakuruk-hrowkur"
"spices"	"freq100-spices-1b35cf"	"ata-cbd-hrowgai"
"spicy"	"freq100-spicy-2efa64"	"biti-kar"
"spider"	"freq100-spider-9bfa0b"	"fcb-kar-bit"
"spider-webbed"	"ap26-30-spider-webbed-3fcc06"	"brukur-hekfai-bibi-kruzin"
"spiders"	"ap21-25-spiders-262f09"	"bib-burdock-bibnakin"
"spiderweb"	"ap31-36-spiderweb-234d28"	"bbc-dargu-chesire"
"spiderwebs"	"ap26-30-spiderwebs-597674"	"dakururi-dwarf-exodore"
"spies"	"freq100-spies-fb1794"	"hrowkuri-bibi"
"spike"	"ap5-spike-a60"	"dravash-exodore"
"spikes"	"ap16-20-spikes-3afe33"	"brand-keep-dakur"
"spill"	"freq100-spill-234a83"	"bbc-dargash"
"spilled"	"ap26-30-spilled-54f843"	"dakukash-kangsin-dcf"
"spilling"	"ap4-spil-234-in"	"cee-kar-bit"
"spin"	"ap31-36-spin-a5a272"	"flitu-gio"
"spinach"	"freq100-spinach-8a7feb"	"dwimmer-elfi-karnt"
"spinal"	"freq100-spinal-667640"	"dedi-dwarf-dca"
"spindly"	"ap16-20-spindly-bf1aa0"	"goth-bibnakin-grimuk"
"spine"	"ap21-25-spine-f0dd19"	"hrowga-hrogarai"
"spinels"	"ap4-spinel-098i"	"grodui-hrowgauk-grimuk"
"spinning"	"ap16-20-spinning-c91954"	"groduk-bibnaki-draku"
"spins"	"ap16-20-spins-f17355"	"hrowgai-drukhi"
"spiral"	"ap21-25-spiral-0f0e99"	"arandia-banti-gori"
"spiraling"	"ap26-30-spiraling-b73afa"	"gog-colossal-korvin"
"spirits"	"ap16-20-spirits-260684"	"bib-ashdak-flow"
"spiritual"	"ap26-30-spiritual-908d6f"	"elfi-fentrest-ender"
"spiritus"	"ap16-20-spiritus-1d4099"	"bant-dakkin-gori"
"spite"	"ap16-20-spite-047263"	"aef-drukh"
"spits"	"ap26-30-spits-b7f1cd"	"gog-in"
"spitting"	"freq100-spitting-e3aaee"	"hekruh-gori-kelnagak"
"splash"	"freq100-splash-31d580"	"brak-heku-flindi"
"spleen"	"freq100-spleen-9d4866"	"fce-dakururi-dwarfi"
"splendid"	"freq100-splendid-e08aef"	"hekmog-fcb-kelnib"
"splintering"	"ap21-25-splintering-bac5e4"	"gord-gur-kaag-krump"
"splinters"	"ap21-25-splinters-81351e"	"dravur-cbd-burdock"
"split"	"ap21-25-split-ad1a64"	"gashin-bibnakin"
"splits"	"ap16-20-splits-6e8355"	"dok-exie-drath"
"splitting"	"freq100-splitting-36cbf4"	"brakkin-hekfa-khalin"
"spoil"	"freq100-spoil-af1c68"	"gashur-bit"
"spoiled"	"freq100-spoiled-ad7a57"	"gashin-eastdale-dravash"
"spoke"	"ap26-30-spoke-5a6df9"	"darg-dravku"
"spoken"	"ap3-spoken-8e1"	"efekt-bibnaki-draku"
"sponge"	"ap16-20-sponge-46248a"	"cbd-brakin-gashi"
"spongy"	"ap4-spongi-b95"	"gorash-depth-dak"
"sponsor"	"freq100-sponsor-13d853"	"arden-hekur-dragonuk"
"spontaneous"	"freq100-spontaneous-0fd19d"	"arandia-hekmoguk-goth-drath"
"spontaneously"	"ap31-36-spontaneously-c44011"	"grodh-dakkin-brakash-eastdale"
"spook"	"freq100-spook-5e5fe4"	"dargu-doki"
"spooked"	"freq100-spooked-a7ff55"	"forge-kelnagak-drath"
"spooky"	"freq100-spooky-737405"	"dorn-dug-bibash"
"spoons"	"ap26-30-spoons-5bc5f7"	"dargash-gur-klap"
"spore"	"ap26-30-spore-b14d9a"	"gentle-dargu"
"spore-burst"	"ap26-30-spore-burst-e4689d"	"hekruhi-dravash-goth"
"spore-cloud"	"ap31-36-spore-cloud-af4c11"	"gashur-dargin-brakash"
"spore-grenade"	"ap26-30-spore-grenade-bf2140"	"goth-brakari-dca-dugi"
"spore-pods"	"ap26-30-spore-pods-61f91f"	"dbe-kangstuk-burz"
"sport"	"freq100-sport-ec4507"	"hrog-dakuri"
"sporting"	"ap26-30-sporting-73d0a2"	"dorn-hekmogi-grodh"
"sports"	"freq100-sports-1cb542"	"bae-grodin-dcd"
"spot"	"shad-spot-be2"	"goruk-brukash"
"spotlight"	"freq100-spotlight-be46a2"	"goruk-dakuru-grodh"
"spots"	"ap16-20-spots-2251fc"	"barrow-dca"
"spotted"	"shad-spot-919-ash"	"drukhi-gashuri-gruuluk"
"sprawl"	"ap26-30-sprawl-0da049"	"akh-gentle-devis"
"sprawling"	"ap21-25-sprawling-0e4497"	"aproakh-dakur-gorash"
"spray"	"ap21-25-spray-e28b3a"	"hekmoguk-fcd"
"sprays"	"ap21-25-sprays-881468"	"dwarfi-bdci-dwimmer"
"spread"	"ap3-spread-909"	"elfi-gakh-bdc"
"spreading"	"ap31-36-spreading-686887"	"demetra-dravash-gakh"
"spreads"	"ap21-25-spreads-060ef2"	"aeleuk-banti-khalash"
"spree"	"freq100-spree-994398"	"falsta-dakukash"
"spring"	"ap3-spr-cf4-in"	"dca-bruk-devis"
"springboards"	"ap21-25-springboards-10529a"	"arandian-dcbi-gorin-dorn"
"springs"	"ap21-25-springs-41e292"	"burz-hrowk-giodon"
"sprints"	"ap21-25-sprints-9c4a53"	"fcd-dargash-dragonuk"
"sprung"	"freq100-sprung-56c801"	"dakuri-gurmoguk-bbc"
"sputters"	"ap31-36-sputters-f59033"	"hrowkai-flind-dakur"
"spy"	"freq100-spy-57d4aa"	"dakuru-hekruhur"
"spying"	"freq100-spying-49203e"	"cee-brak-dargur"
"squad"	"ap21-25-squad-1bd327"	"ata-hekruhi"
"squadron"	"freq100-squadron-b7a15f"	"gog-ghash-dravur"
"squads"	"freq100-squads-d6475e"	"gur-dakuruk-dravu"
"squared"	"freq100-squared-c38762"	"grod-faf-drukhi"
"squarely"	"ap16-20-squarely-e5ef1b"	"hekruhur-imlauk-brukin"
"squares"	"freq100-squares-59854b"	"dakururi-exodore-disaster"
"squash"	"freq100-squash-586abb"	"dakuruk-dravik-hekfai"
"squat"	"thrum-vrak-e4e"	"dakku-iku"
"squats"	"ap16-20-squats-7f4bd0"	"dravkui-dargi-hrowgauk"
"squatted"	"shad-skwat-2d3-ash"	"gashur-here-bit"
"squeak"	"freq100-squeak-f57954"	"hrowkai-dwimmer-draku"
"squeaks"	"ap21-25-squeaks-4950b2"	"cee-dbe-gruuli"
"squeaky"	"freq100-squeaky-7d523d"	"dravin-dcbi-darguk"
"squeal"	"freq100-squeal-a10e8f"	"flind-banti-gentle"
"squealing"	"freq100-squealing-352d23"	"brakin-bruku-caves"
"squeeze"	"ap26-30-squeeze-b11833"	"gentle-bibnak-dakur"
"squeeze's"	"ap21-25-squeezes-dcef03"	"hekfa-imlauk-bdci"
"squeezed"	"freq100-squeezed-b76063"	"gog-doku-dug"
"squeezing"	"ap26-30-squeezing-ad7c4e"	"gashin-ecd-doki"
"squid"	"freq100-squid-1d48f8"	"bant-dakururi"
"squinting"	"ap16-20-squinting-d791c6"	"gurmog-flindi-hekuk"
"squints"	"ap16-20-squints-3d3c45"	"brukin-crossbow-demand"
"squirming"	"ap21-25-squirming-44b9bf"	"cab-grot-hekmogi"
"squirrel"	"freq100-squirrel-960a38"	"exodore-ata-darg"
"squirrels"	"freq100-squirrels-ba0ed3"	"gord-banti-hrowkai"
"squirt"	"freq100-squirt-332a55"	"brakash-bruk-drath"
"sr"	"freq100-sr-cc8844"	"grotin-falsta"
"ss"	"freq100-ss-a31fe9"	"flit-bitu"
"stab"	"freq100-stab-b652ea"	"goblini-dcbi"
"stabbed"	"ap21-25-stabbed-0405c2"	"aef-ash-hekruhi"
"stabbing"	"ap3-stab-e8a-in"	"barrow-demetra-gurmogi"
"stability"	"ap16-20-stability-b1e795"	"gentle-hrowku-gog"
"stabilization"	"ap16-20-stabilization-872abf"	"dwarf-bruk-hekmogi-flit"
"stabilize"	"ap16-20-stabilize-bbf7cf"	"gori-kal-hrowgai"
"stabilized"	"ap16-20-stabilized-59c7f9"	"dakururi-gurmogi-koboldi"
"stabilizer"	"ap21-25-stabilizer-795b02"	"dravash-dff-bdc"
"stabilizes"	"ap31-36-stabilizes-f2edce"	"hrowgauk-iku-hrowga"
"stabilizing"	"ap16-20-stabilizing-c776b9"	"grodu-dwarf-hekash-dravur"
"stable"	"ap16-20-stable-f379cc"	"hrowk-dwimmer-hrogarai"
"stables"	"freq100-stables-1ac1a5"	"ashur-grum-grodu"
"stack"	"ap26-30-stack-6ee08e"	"dok-hrowgai"
"stacked"	"ap16-20-stacked-62739d"	"dca-drukhi-goth"
"stacks"	"ap16-20-stacks-b4f4e6"	"giodon-ka-kal"
"stadium"	"freq100-stadium-dafc48"	"hek-karnt-depth"
"staff-bearing"	"ap16-20-staff-bearing-f19cb0"	"hrowgai-gashin-grum-hush"
"stage"	"freq100-stage-c7ff6d"	"grodu-kelnagak"
"staged"	"freq100-staged-8d906d"	"ecd-flind-elf"
"stages"	"freq100-stages-7a77c5"	"dravi-dwarfi-hekui"
"staggered"	"ap21-25-staggered-bf51b3"	"goth-dca-gruuluk"
"staggering"	"ap21-25-staggering-a71923"	"forge-bibnaki-caves"
"staggers"	"ap4-stager-e0bi"	"dwarfuk-dravku-gruul"
"stagnant"	"ap16-20-stagnant-4c8398"	"cromm-exie-gord"
"stagnating"	"ap26-30-stagnating-7c9241"	"draviki-flit-dcbi"
"stain"	"freq100-stain-0b547a"	"agh-dcf"
"stained"	"ap21-25-stained-875fb9"	"dwarf-doki-hekash"
"staining"	"ap26-30-staining-fe4359"	"iku-dakukash-dravik"
"stains"	"freq100-stains-23094c"	"bbc-ashur-dok"
"staircase"	"ap3-stairkase-bf1"	"goth-bdc-caves"
"staircases"	"ap21-25-staircases-62c840"	"dca-gurmoguk-dca"
"stairwell"	"ap3-stairwel-99b"	"falsta-grodin-daki"
"stake"	"freq100-stake-f4caf4"	"hrowka-hekash"
"stakeout"	"freq100-stakeout-dddf74"	"hekfai-hrowga-exodore"
"stakes"	"ap31-36-stakes-79c5af"	"dravash-gur-grukhur"
"stalagmite"	"shad-stalagmite-86c"	"dugi-hekin-evazhun"
"stalagmites"	"shad-stalagmite-86ci"	"dravkui-dornuk-dargash-grrt"
"stalagtites"	"shad-stalagtite-87ci"	"hrowkuri-dravin-bruku-disaster"
"stale"	"ap21-25-stale-a03f23"	"fletragi-daki"
"stalk-blind"	"ap26-30-stalk-blind-45a553"	"caves-goblini-dragonuk"
"stalker"	"freq100-stalker-e42ddd"	"hekruhi-bruku-imla"
"stalking"	"freq100-stalking-48cca0"	"cec-hekfai-grimuk"
"stalks"	"ap4-stalk-fa3i"	"dargin-imla-hekmoguk"
"stall"	"freq100-stall-e5b6a7"	"hekruhur-grodu"
"stalled"	"ap31-36-stalled-7b600e"	"dravik-doku-bitu"
"stalling"	"ap26-30-stalling-c112f7"	"great-bbc-klap"
"stallion"	"freq100-stallion-9274d4"	"evazhun-dug-hrowkash"
"stalls"	"ap26-30-stalls-198277"	"ashuk-exarchuk-falsta"
"stamp"	"freq100-stamp-e0afcd"	"hekmog-grak"
"stamped"	"ap4-stamp-e0a-ash"	"grot-burdock-kangstuk"
"stamps"	"freq100-stamps-48306f"	"cec-burz-ender"
"standards"	"freq100-standards-0b21aa"	"agh-brakari-grotin"
"standby"	"ap16-20-standby-f8f892"	"hrowku-kangsin-giodon"
"standing"	"ap16-20-standing-8accd6"	"dwimmer-hekfai-hrowku"
"standoff"	"ap26-30-standoff-e1d9b2"	"hekmogi-helix-gruuli"
"stands"	"ap16-20-stands-9e37d7"	"fentrest-cec-hrowkuk"
"stanford"	"freq100-stanford-de19c9"	"heki-bibnaki-here"
"stanley"	"freq100-stanley-c604da"	"grodin-arhk-hush"
"star"	"ap16-20-star-525eca"	"dakku-dokash"
"star-dusted"	"ap16-20-star-dusted-4e6b4c"	"dak-draviki-dok"
"starboard"	"freq100-starboard-001dd5"	"aae-biti-hrowkin"
"stare"	"ap31-36-stare-5884ec"	"dakuruk-exieuk"
"stared"	"freq100-stared-001935"	"aae-bibnaki-dakuru"
"staring"	"ap3-star-525-in"	"faf-hekur-gur"
"stark"	"ap16-20-stark-7e7d8c"	"dravku-efekt"
"starling"	"freq100-starling-a5146c"	"flitu-bdci-efekt"
"starr"	"freq100-starr-557e44"	"dakur-elf"
"starring"	"freq100-starring-3d803d"	"brukin-ender-darguk"
"stars"	"ap2-star-525i"	"ghash-dcf"
"starship"	"freq100-starship-9e7f33"	"fentrest-elfi-dakur"
"start"	"ap16-20-start-cced28"	"grotin-iku"
"started"	"ap31-36-started-03494a"	"adc-darg-dff"
"starter"	"freq100-starter-4ff996"	"dakash-kangstuk-gor"
"starters"	"freq100-starters-d4e1d6"	"gruuli-hrowgauk-hrowku"
"startle"	"ap31-36-startle-e34332"	"hekruh-dakukash-dakukash"
"startled"	"freq100-startled-223007"	"barrow-burz-bibnak"
"starts"	"ap16-20-starts-89ae67"	"dwarfuk-goth-dwarfuk"
"starve"	"freq100-starve-c357c4"	"grod-demetra-heku"
"starved"	"freq100-starved-dda7ac"	"hekfai-gor-grrt"
"starving"	"ap21-25-starving-573d41"	"dakuru-dak-dcbi"
"stash"	"ap16-20-stash-2c7023"	"bibuk-dravur"
"stasis"	"ap16-20-stasis-e22a82"	"hekmoguk-bruk-flitin"
"state"	"ap16-20-state-4ba697"	"colossal-gog"
"stated"	"freq100-stated-12bb4b"	"arcturus-grotin-disaster"
"statement"	"freq100-statement-b111c6"	"gentle-barrow-hekuk"
"statements"	"freq100-statements-55a81c"	"dakur-gorash-bruku"
"states"	"freq100-states-923b4b"	"evazhun-cromm-disaster"
"static"	"ap26-30-static-2053db"	"bantin-dcd-ik"
"station's"	"ap16-20-stationuk-a4aa12"	"flitin-gori-braki"
"station’s"	"ap31-36-stations-d5ee37"	"gruuluk-imla-dakururi"
"stationary"	"ap16-20-stationary-e3f7fc"	"hekruh-kal-krizh"
"stationed"	"ap21-25-stationed-39a9c0"	"brakur-gord-hekmoguk"
"stations"	"freq100-stations-e90231"	"hekur-arden-dakuk"
"statistics"	"freq100-statistics-49d484"	"cee-hekruhur-flow"
"statuary"	"ap3-statuari-f10"	"hrowgai-ashur-falsta"
"statue’s"	"ap31-36-statues-99d6de"	"falsta-hekui-imlauk"
"statuette"	"ap16-20-statuette-1ae752"	"ashur-hrowku-dornuk"
"steadfastly"	"ap3-steadfast-9fe-uk"	"dargash-flat-grimuk-grimuk"
"steak"	"freq100-steak-aff0f3"	"gashur-imperial"
"steaks"	"freq100-steaks-2f0d4d"	"bitin-bantash-dokash"
"steal"	"freq100-steal-a0fd40"	"fletragi-karnu"
"stealing"	"ap21-25-stealing-3743b2"	"braku-dakukash-gruuli"
"steals"	"freq100-steals-34ec91"	"braki-ik-gio"
"stealth"	"ap21-25-stealth-2d998c"	"bit-gash-gashu"
"stealthily"	"ap16-20-stealthily-0926d9"	"aelves-braku-hrowkuri"
"steam"	"ap21-25-steam-3f1f29"	"brukur-bitu"
"steam-pressure"	"ap31-36-steam-pressure-66b01a"	"dedi-great-brukash-gur"
"steamed"	"freq100-steamed-b9bf9a"	"gorash-grukh-gorin"
"steaming"	"ap21-25-steaming-7b7c54"	"dravik-ecd-draku"
"steed"	"freq100-steed-dfd410"	"hekin-hekruhur"
"steel"	"zol-ti-a8b"	"gor-dorn"
"steele"	"freq100-steele-91cbb8"	"ender-hekfa-hek"
"steeled"	"ap16-20-steeled-4d373c"	"crossbow-cec-dargu"
"steep"	"ap3-steep-aaa"	"gash-gorash"
"steepened"	"shad-steepen-d85-ash"	"hrogarai-devis-bibnakin"
"steepens"	"shad-steepen-d85i"	"flitin-grimuk-bibnakin"
"steer"	"freq100-steer-57fce4"	"dakuru-karnt"
"steering"	"freq100-steering-01f542"	"aaei-kaag-dcd"
"stein"	"freq100-stein-470b87"	"cbdi-bae"
"stelga"	"shad-stelga-ef6"	"hroguk-dokur-bit"
"stella"	"freq100-stella-f9860d"	"hrowkuk-fa-bitin"
"stem"	"freq100-stem-919a11"	"ender-gashash"
"stench"	"ap21-25-stench-f3c727"	"hrowk-gurmogi-cee"
"step"	"ap3-step-3e6"	"bruku-dragonuk"
"stepfather"	"freq100-stepfather-fd2b9c"	"ik-brukash-goruk"
"stephen"	"freq100-stephen-267eed"	"bib-elf-keep"
"stepmother"	"freq100-stepmother-50ce7f"	"daki-hekin-flind"
"stepped"	"shad-step-362-ash"	"bit-dbe-hekmogi"
"stepping"	"ap2-step-362-in"	"ecd-dak-flind"
"steps"	"ap3-step-3e6i"	"gog-depth"
"stereo"	"freq100-stereo-b526ae"	"goblin-braku-grukh"
"sterile"	"freq100-sterile-0674c3"	"aeleuk-dug-hekruhur"
"sterling"	"freq100-sterling-401cb0"	"burdock-bit-grum"
"stern"	"freq100-stern-242870"	"bdc-brakur"
"sternum"	"ap21-25-sternum-fbb1c4"	"hrowkuri-grimuk-heku"
"steroids"	"freq100-steroids-f875a1"	"hrowku-dugi-grod"
"steve"	"freq100-steve-f14838"	"hrowgai-dakururi"
"steven"	"freq100-steven-c7c084"	"grodu-grukhur-flow"
"steward"	"freq100-steward-76faa0"	"draku-kar-grimuk"
"stewardess"	"freq100-stewardess-076ddf"	"aelf-dravku-imperial"
"stewart"	"freq100-stewart-fc4fe1"	"hush-dargur-issenda"
"sticker"	"freq100-sticker-57c4b1"	"dakuru-gruuluk-gruul"
"sticking"	"ap16-20-sticking-b2ee3d"	"ghash-imla-darguk"
"sticks"	"freq100-sticks-90c7cc"	"elfi-gurmogi-hrogarai"
"sticky"	"khal-goruk-2ab"	"exodore-dargash-goblini"
"stiff"	"ap16-20-stiff-e7f93a"	"hekui-kangstuk"
"stiffens"	"ap21-25-stiffens-4ddfaf"	"crossbow-hrowga-grukhur"
"stifler"	"freq100-stifler-27bd34"	"bibash-grrt-dakuri"
"stiles"	"freq100-stiles-530fef"	"dakuk-bantin-kelnib"
"stimulant"	"ap26-30-stimulant-4786d9"	"cbdi-fa-hrowkuri"
"stimulating"	"freq100-stimulating-aa2802"	"gash-brakur-bdc-cromm"
"sting"	"ap16-20-sting-04695f"	"aef-dravi"
"stinging"	"ap26-30-stinging-b29fe5"	"ghash-gashuri-kaat"
"stings"	"ap26-30-stings-152bfd"	"arhk-brukash-krom"
"stink"	"freq100-stink-86ed3b"	"dugi-iku"
"stink-bomb"	"ap16-20-stink-bomb-f04151"	"hrowga-dakku-dorn"
"stinker"	"freq100-stinker-fc5de2"	"hush-dok-jorun"
"stinking"	"freq100-stinking-15de49"	"arhk-hroguk-devis"
"stinks"	"freq100-stinks-78e067"	"drav-hrowgai-dwarfuk"
"stinky"	"freq100-stinky-c8c97c"	"grodui-hek-fentrest"
"stir"	"ap26-30-stir-65ea5c"	"here-dok-gurmoguk"
"stirred"	"ap26-30-stirred-87c354"	"dwarf-gruuli-draku"
"stirring"	"freq100-stirring-40e197"	"burdock-hrowgauk-gorash"
"stirs"	"ap16-20-stirs-916181"	"ender-dokur"
"stitch"	"ap26-30-stitch-864a42"	"dugi-dargash-dcd"
"stitched"	"ap16-20-stitched-f1ae18"	"hrowgai-goth-brand"
"stitched-flesh"	"ap26-30-stitched-flesh-d5bc0f"	"gruuluk-grow-brak-dravash"
"stitched-ones"	"ap31-36-stitched-ones-1c8183"	"bae-evazhun-flitu-grotin"
"stitches"	"freq100-stitches-cb08ee"	"grotash-ashuk-kelnagak"
"stockholders"	"freq100-stockholders-63533b"	"dcbi-dcd-dargin-brakur"
"stocking"	"freq100-stocking-f9d2c1"	"hrowkuk-hekruh-hekruh"
"stockings"	"freq100-stockings-155260"	"arhk-dcbi-drow"
"stocks"	"freq100-stocks-1ef8f2"	"bantash-kangsin-khalash"
"stokes"	"freq100-stokes-2b50aa"	"bibnakin-dbe-grotin"
"stole"	"freq100-stole-8272f4"	"drow-drukh"
"stolen"	"ap4-stolen-823"	"drow-dak-gog"
"stomach"	"freq100-stomach-d5a0d9"	"gruuluk-gentle-hrowkuri"
"stomp"	"freq100-stomp-071998"	"aelf-bibnaki"
"stomps"	"ap26-30-stomps-73acee"	"dorn-goru-kelnagak"
"stone-bug"	"ap26-30-stone-bug-83d68a"	"drukh-hekui-gashi"
"stone-carved"	"ap26-30-stone-carved-d4360d"	"gruuli-cbdi-bitin-darg"
"stone-clad"	"ap26-30-stone-clad-ec3791"	"hrog-cec-gio"
"stone-lined"	"ap26-30-stone-lined-a0a8ca"	"fletragi-gorash-hrog"
"stone-on-stone"	"ap26-30-stone-on-stone-8da295"	"ecd-gio-gog-draku"
"stoned"	"freq100-stoned-d7c8fb"	"gurmog-gurmoguk-krag"
"stoner"	"freq100-stoner-b6801d"	"goblini-ender-brukur"
"stonework"	"ap26-30-stonework-fa2583"	"hrowkur-brakkin-flitu"
"stood"	"shad-stood-96c"	"exodore-hekfa"
"stool"	"ap21-25-stool-b04cb0"	"gashuri-dargin"
"stoop"	"freq100-stoop-006a7f"	"aae-dravik"
"stop"	"ap16-20-stop-6c45cb"	"dff-dakuri"
"stopped"	"ap16-20-stopped-8322e8"	"drukh-brakash-kangstuk"
"stoppered"	"ap21-25-stoppered-2fc538"	"bitin-gur-darg"
"stopping"	"ap26-30-stopping-9ea904"	"fentrest-gord-bib"
"stops"	"ap16-20-stops-93dc77"	"exarchuk-hrogar"
"storage"	"ap16-20-storage-49a25f"	"cee-gio-dravur"
"store"	"ap16-20-store-824d80"	"drow-dargu"
"stored"	"ap31-36-stored-87b04e"	"dwarf-great-doki"
"storehouse"	"ap21-25-storehouse-3421ce"	"braki-brakari-hrowga"
"stores"	"ap21-25-stores-4e7cf3"	"dak-ecd-khali"
"storm"	"ap21-25-storm-9a1057"	"falstauk-bantuk"
"storms"	"freq100-storms-e5cb6d"	"hekruhur-hekfa-elf"
"stove"	"freq100-stove-5dc60e"	"dargin-gurmog"
"stowed"	"ap16-20-stowed-a74bd2"	"forge-dargi-hrowka"
"stowing"	"ap21-25-stowing-be9f8b"	"goruk-gashuri-gashin"
"stows"	"ap21-25-stows-4ac95c"	"chesire-hek"
"str"	"ap21-25-str-8c25cb"	"ebb-brakkin"
"straight"	"ap31-36-straight-2a4248"	"bibnaki-dakuk-depth"
"straighten"	"freq100-straighten-d942f0"	"gurmoguk-dakuk-kelpie"
"straightened"	"freq100-straightened-f8ea31"	"hrowku-hrowkuri-dakuk-kaat"
"straightens"	"ap26-30-straightens-6e7a24"	"dok-eastdale-cbd-great"
"straighter"	"ap21-25-straighter-67e089"	"demand-hrowgai-gashash"
"straightforward"	"freq100-straightforward-50f5f1"	"daki-kaag-khal-hekui"
"straining"	"ap21-25-straining-18f890"	"ashi-kangsin-ghash"
"strains"	"ap16-20-strains-4bdfa0"	"colossal-hrowga-grimuk"
"strand"	"ap16-20-strand-c71e2d"	"grodu-bitin-dakash"
"stranded"	"freq100-stranded-dcafe4"	"hekfa-grak-kaag"
"strange"	"ap3-strange-41b"	"burz-grodh-grow"
"strangely"	"ap31-36-strangely-3306bf"	"brakash-ashdak-hekmogi"
"stranger"	"freq100-stranger-8aca4f"	"dwimmer-hekash-doku"
"strangers"	"shad-stranger-8aci"	"bibash-dedi-kar"
"strangest"	"freq100-strangest-a97dce"	"gakh-efekt-hrowga"
"strangle"	"freq100-strangle-8bedb0"	"eastdale-iku-grum"
"strangled"	"freq100-strangled-26033e"	"bib-ardenuk-dargur"
"strangler"	"freq100-strangler-f9991a"	"hrowkuk-gash-brukash"
"strap"	"ap16-20-strap-833a63"	"drukh-colossal"
"strapped"	"freq100-strapped-d05d3a"	"grukh-dok-dargi"
"strategic"	"freq100-strategic-850be9"	"dug-bae-kar"
"strategy"	"ap21-25-strategy-73dff7"	"dorn-hrowga-klap"
"straw"	"ap16-20-straw-e9fa04"	"hekur-kar"
"strawberries"	"freq100-strawberries-1ff093"	"banti-imperial-goblin-gori"
"strawberry"	"freq100-strawberry-5e737f"	"dargu-drukhi-flind"
"straws"	"freq100-straws-fd9621"	"ik-forge-burzuk"
"stray"	"ap26-30-stray-e224dd"	"hekmoguk-brakin"
"streak"	"ap21-25-streak-3fbf0d"	"brukur-grukh-bitin"
"streaks"	"ap16-20-streaks-873c2b"	"dwarf-crossbow-crossbow"
"street"	"shad-street-600"	"dargur-ashuk-hekruhi"
"streets"	"ap26-30-streets-b50c13"	"goblin-bant-brakin"
"strengthened"	"ap31-36-strengthened-7b2ba7"	"dravik-brukash-groduk-dorn"
"strengthening"	"ap26-30-strengthening-0c4dea"	"ak-dargu-karn-fletragi"
"stressed"	"freq100-stressed-e02b8a"	"hekmog-brukash-gashi"
"stressful"	"freq100-stressful-81afd0"	"dravur-grak-hrowgauk"
"stretch"	"ap4-stretkh-121"	"arcturus-bibnaki-giodon"
"stretched"	"freq100-stretched-3e3e49"	"bruku-dakash-devis"
"stretcher"	"freq100-stretcher-2c7745"	"bibuk-dwarfi-demand"
"stretches"	"shad-stretkhe-1eei"	"grot-brakin-brakari"
"stretching"	"freq100-stretching-b4bae2"	"giodon-grotash-jorun"
"strict"	"freq100-strict-3a3127"	"brand-burzi-cee"
"strictly"	"freq100-strictly-2a93fe"	"bibnaki-flitin-krub"
"stride"	"ap21-25-stride-d6b590"	"gur-grodin-ghash"
"striker"	"freq100-striker-5a0ce2"	"darg-bant-jorun"
"strikes"	"ap16-20-strikes-69a5a5"	"deornoth-goblini-grodu"
"striking"	"ap21-25-striking-9f7976"	"flat-dwimmer-faf"
"string"	"ap21-25-string-473287"	"cbdi-burzuk-gakh"
"strings"	"freq100-strings-e967d1"	"hekur-drav-hrowk"
"stripes"	"freq100-stripes-484b5c"	"cec-dargi-dravku"
"stripped"	"freq100-stripped-8531d8"	"dug-burzi-hrowkur"
"stripper"	"freq100-stripper-9a4eac"	"falstauk-darguk-grrt"
"strippers"	"freq100-strippers-fbcaa2"	"hrowkuri-hekash-grodh"
